Date,Track ID,ID,Speed,Edge time,Edge X,Edge Y,Y,L-NAME,sec,Ymm,y_axis,mm/sec
0804_04_,110,0804_04_110,0.180124747,28.5,23.39317765,283.0478031,-1.5159241,0 mM,0.95,-3.260051828,-0.326005183,1.162095142
0804_04_,110,0804_04_110,0.487222338,29.5,23.25772422,283.280169,-1.74829,0 mM,0.983333333,-3.759763441,-0.375976344,3.143369923
0804_04_,110,0804_04_110,0.42498587,30.5,23.00171779,283.5495759,-2.0176969,0 mM,1.016666667,-4.339133118,-0.433913312,2.741844323
0804_04_,110,0804_04_110,0.506436622,31.5,22.72148577,283.8230725,-2.2911935,0 mM,1.05,-4.927297849,-0.492729785,3.267333045
0804_04_,110,0804_04_110,0.143150786,32.5,22.58201118,284.0831935,-2.5513145,0 mM,1.083333333,-5.486697849,-0.548669785,0.923553458
0804_04_,110,0804_04_110,0.673854108,33.5,22.30476547,284.3652592,-2.8333802,0 mM,1.116666667,-6.093290753,-0.609329075,4.347445858
0804_04_,110,0804_04_110,0.19873962,34.5,22.03137499,284.7051076,-3.1732286,0 mM,1.15,-6.824147527,-0.682414753,1.282191097
0804_04_,110,0804_04_110,0.399566452,35.5,21.83409258,284.9299894,-3.3981104,0 mM,1.183333333,-7.307764301,-0.73077643,2.577848077
0804_04_,110,0804_04_110,0.200638424,36.5,21.79624701,285.1161855,-3.5843065,0 mM,1.216666667,-7.708186022,-0.770818602,1.294441445
0804_04_,110,0804_04_110,0.684735854,37.5,21.66006719,285.4057329,-3.8738539,0 mM,1.25,-8.330868602,-0.83308686,4.417650671
0804_04_,110,0804_04_110,0.547318254,38.5,21.62462165,285.8520192,-4.3201402,0 mM,1.283333333,-9.290624086,-0.929062409,3.53108551
0804_04_,110,0804_04_110,0.393947444,39.5,21.72065873,286.2152272,-4.6833482,0 mM,1.316666667,-10.07171656,-1.007171656,2.541596413
0804_04_,110,0804_04_110,0.396507018,40.5,21.69648109,286.5696988,-5.0378198,0 mM,1.35,-10.83402108,-1.083402108,2.558109794
0804_04_,110,0804_04_110,0.28770604,41.5,21.77091856,286.8973879,-5.3655089,0 mM,1.383333333,-11.53872882,-1.153872882,1.856168
0804_04_,110,0804_04_110,0.387201034,42.5,21.77571681,287.234787,-5.702908,0 mM,1.416666667,-12.26431828,-1.226431828,2.498071187
0804_04_,110,0804_04_110,0.169616168,43.5,21.73212167,287.498129,-5.96625,0 mM,1.45,-12.83064516,-1.283064516,1.094297858
0804_04_,110,0804_04_110,0.489872667,44.5,21.78917837,287.7891028,-6.2572238,0 mM,1.483333333,-13.45639527,-1.345639527,3.160468819
0804_04_,110,0804_04_110,0.46943458,45.5,22.11694731,288.0849138,-6.5530348,0 mM,1.516666667,-14.09254796,-1.409254796,3.028610194
0804_04_,110,0804_04_110,0.715042571,46.5,22.11464938,288.4375237,-6.9056447,0 mM,1.55,-14.85084882,-1.485084882,4.613177877
0804_04_,110,0804_04_110,0.228574622,47.5,21.99027012,288.6609986,-7.1291196,0 mM,1.583333333,-15.33144,-1.533144,1.474674981
0804_04_,110,0804_04_110,0.5993807,48.5,22.28366131,288.8358207,-7.3039417,0 mM,1.616666667,-15.70740151,-1.570740151,3.866972258
0804_04_,110,0804_04_110,0.296157743,49.5,22.615838,289.1155396,-7.5836606,0 mM,1.65,-16.30894753,-1.630894753,1.910695116
0804_04_,110,0804_04_110,0.505545736,50.5,22.96536343,289.3061985,-7.7743195,0 mM,1.683333333,-16.71896667,-1.671896667,3.261585394
0804_04_,110,0804_04_110,0.140197061,51.5,23.18820075,289.5154286,-7.9835496,0 mM,1.716666667,-17.16892387,-1.716892387,0.904497168
0804_04_,110,0804_04_110,0.146935987,52.5,23.22581517,289.6534552,-8.1215762,0 mM,1.75,-17.46575527,-1.746575527,0.94797411
0804_04_,110,0804_04_110,0.070829009,53.5,23.22128747,289.7419738,-8.2100948,0 mM,1.783333333,-17.65611785,-1.765611785,0.456961348
0804_04_,110,0804_04_110,0.17599434,54.5,23.27057349,289.8004446,-8.2685656,0 mM,1.816666667,-17.78186151,-1.778186151,1.135447355
0804_04_,110,0804_04_110,0.366554278,55.5,23.49873312,289.9457828,-8.4139038,0 mM,1.85,-18.09441677,-1.809441677,2.36486631
0804_04_,110,0804_04_110,0.317634713,56.5,23.80528944,290.0742019,-8.5423229,0 mM,1.883333333,-18.37058688,-1.837058688,2.049256213
0804_04_,110,0804_04_110,0.05661197,57.5,23.94332307,290.1170584,-8.5851794,0 mM,1.916666667,-18.4627514,-1.84627514,0.365238516
0804_04_,110,0804_04_110,0.333786582,58.5,24.08327069,290.1879492,-8.6560702,0 mM,1.95,-18.61520473,-1.861520473,2.153461819
0804_04_,110,0804_04_110,0.049064849,59.5,24.26096865,290.2219785,-8.6900995,0 mM,1.983333333,-18.68838602,-1.868838602,0.316547413
0804_04_,110,0804_04_110,0.184310296,60.5,24.36482506,290.1711126,-8.6392336,0 mM,2.016666667,-18.57899699,-1.857899699,1.189098684
0804_04_,110,0804_04_110,0.443427564,61.5,24.65791781,290.2137932,-8.6819142,0 mM,2.05,-18.67078323,-1.867078323,2.860822994
0804_04_,110,0804_04_110,0.054804273,62.5,24.86325972,290.3185367,-8.7866577,0 mM,2.083333333,-18.89603806,-1.889603806,0.353575955
0804_04_,110,0804_04_110,0.185303144,63.5,24.94714247,290.3120888,-8.7802098,0 mM,2.116666667,-18.88217161,-1.888217161,1.195504155
0804_04_,110,0804_04_110,0.218886098,64.5,25.14021811,290.3023072,-8.7704282,0 mM,2.15,-18.86113591,-1.886113591,1.412168374
0804_04_,110,0804_04_110,0.049826014,65.5,25.27164106,290.3299783,-8.7980993,0 mM,2.183333333,-18.92064366,-1.892064366,0.321458155
0804_04_,110,0804_04_110,0.056456628,66.5,25.30110354,290.3614994,-8.8296204,0 mM,2.216666667,-18.98843097,-1.898843097,0.36423631
0804_04_,110,0804_04_110,0.555311588,67.5,25.56134724,290.498193,-8.966314,0 mM,2.25,-19.2823957,-1.92823957,3.582655406
0804_04_,110,0804_04_110,0.250278565,68.5,25.91290316,290.5269673,-8.9950883,0 mM,2.283333333,-19.34427591,-1.934427591,1.614700419
0804_04_,110,0804_04_110,0.241753726,69.5,26.04267457,290.5629644,-9.0310854,0 mM,2.316666667,-19.42168903,-1.942168903,1.559701458
0804_04_,110,0804_04_110,0.596975823,70.5,26.2416807,290.4305798,-8.8987008,0 mM,2.35,-19.13699097,-1.913699097,3.851456923
0804_04_,110,0804_04_110,0.289368866,71.5,26.34612974,290.313323,-8.781444,0 mM,2.383333333,-18.88482581,-1.888482581,1.86689591
0804_04_,110,0804_04_110,0.171585292,72.5,26.36660442,290.4174533,-8.8855743,0 mM,2.416666667,-19.10876194,-1.910876194,1.107001884
0804_04_,110,0804_04_110,0.219500287,73.5,26.53888046,290.3288169,-8.7969379,0 mM,2.45,-18.91814602,-1.891814602,1.416130884
0804_04_,110,0804_04_110,0.525146604,74.5,26.8635918,290.3867221,-8.8548431,0 mM,2.483333333,-19.04267333,-1.904267333,3.388042606
0804_04_,110,0804_04_110,0.058580061,75.5,27.07498805,290.5249882,-8.9931092,0 mM,2.516666667,-19.34001978,-1.934001978,0.377935877
0804_04_,110,0804_04_110,0.179597464,76.5,27.12743525,290.4942568,-8.9623778,0 mM,2.55,-19.27393075,-1.927393075,1.158693316
0804_04_,110,0804_04_110,0.122494889,77.5,27.15588838,290.404759,-8.87288,0 mM,2.583333333,-19.08146237,-1.908146237,0.790289606
0804_04_,110,0804_04_110,0.662025708,78.5,27.37660988,290.5602618,-9.0283828,0 mM,2.616666667,-19.41587699,-1.941587699,4.2711336
0804_04_,110,0804_04_110,0.365345441,79.5,27.82499452,290.7327956,-9.2009166,0 mM,2.65,-19.78691742,-1.978691742,2.357067361
0804_04_,110,0804_04_110,0.279617309,80.5,28.02857148,290.8478971,-9.3160181,0 mM,2.683333333,-20.03444753,-2.003444753,1.803982639
0804_04_,110,0804_04_110,0.247296856,81.5,28.11753591,290.8817403,-9.3498613,0 mM,2.716666667,-20.1072286,-2.01072286,1.595463587
0804_04_,110,0804_04_110,0.233903292,82.5,28.23399551,290.8833715,-9.3514925,0 mM,2.75,-20.11073656,-2.011073656,1.509053497
0804_04_,110,0804_04_110,0.156017159,83.5,28.35249529,291.0262033,-9.4943243,0 mM,2.783333333,-20.41790172,-2.041790172,1.006562316
0804_04_,110,0804_04_110,0.318888796,84.5,28.58035379,291.0544186,-9.5225396,0 mM,2.816666667,-20.47857978,-2.047857978,2.057347071
0804_04_,110,0804_04_110,0.137416248,85.5,28.70876665,291.1070257,-9.5751467,0 mM,2.85,-20.59171333,-2.059171333,0.886556439
0804_04_,110,0804_04_110,0.312759934,86.5,28.83434826,291.1702874,-9.6384084,0 mM,2.883333333,-20.72776,-2.072776,2.017806026
0804_04_,110,0804_04_110,0.133068904,87.5,29.04190596,291.2146286,-9.6827496,0 mM,2.916666667,-20.82311742,-2.082311742,0.858509058
0804_04_,110,0804_04_110,0.174982083,88.5,29.1531688,291.3207386,-9.7888596,0 mM,2.95,-21.05131097,-2.105131097,1.128916665
0804_04_,110,0804_04_110,0.370198884,89.5,29.22922761,291.5687529,-10.0368739,0 mM,2.983333333,-21.58467505,-2.158467505,2.388379897
0804_04_,110,0804_04_110,0.156133535,90.5,29.32141003,291.7701402,-10.2382612,0 mM,3.016666667,-22.01776602,-2.201776602,1.007313129
0804_04_,110,0804_04_110,0.084635114,91.5,29.41211,291.8268746,-10.2949956,0 mM,3.05,-22.13977548,-2.213977548,0.546032994
0804_04_,110,0804_04_110,0.161268832,92.5,29.4314047,291.9471216,-10.4152426,0 mM,3.083333333,-22.39837118,-2.239837118,1.040444077
0804_04_,110,0804_04_110,0.147418612,93.5,29.5062762,292.0504611,-10.5185821,0 mM,3.116666667,-22.62060667,-2.262060667,0.951087819
0804_04_,110,0804_04_110,0.475237428,94.5,29.78338932,292.1899255,-10.6580465,0 mM,3.15,-22.92053011,-2.292053011,3.066047923
0804_04_,110,0804_04_110,0.194222857,95.5,29.94562406,292.3927028,-10.8608238,0 mM,3.183333333,-23.35661032,-2.335661032,1.25305069
0804_04_,110,0804_04_110,0.223271932,96.5,29.84070993,292.3847951,-10.8529161,0 mM,3.216666667,-23.33960452,-2.333960452,1.440464077
0804_04_,110,0804_04_110,0.675511284,97.5,29.6864569,292.6150984,-11.0832194,0 mM,3.25,-23.83488043,-2.383488043,4.358137316
0804_04_,110,0804_04_110,0.541763082,98.5,29.3274845,292.9963888,-11.4645098,0 mM,3.283333333,-24.65485978,-2.465485978,3.49524569
0804_04_,110,0804_04_110,0.318628203,99.5,29.15684266,293.1817944,-11.6499154,0 mM,3.316666667,-25.05358151,-2.505358151,2.055665826
0804_04_,110,0804_04_110,0.59557342,100.5,29.46923264,293.107632,-11.575753,0 mM,3.35,-24.89409247,-2.489409247,3.842409161
0804_04_,110,0804_04_110,0.86142966,101.5,29.40457242,293.2298008,-11.6979218,0 mM,3.383333333,-25.15682108,-2.515682108,5.55761071
0804_04_,110,0804_04_110,0.337341492,102.5,29.2401034,293.4344775,-11.9025985,0 mM,3.416666667,-25.59698602,-2.559698602,2.176396723
0804_04_,110,0804_04_110,0.514971271,103.5,29.20358437,293.5200119,-11.9881329,0 mM,3.45,-25.78093097,-2.578093097,3.322395297
0804_04_,110,0804_04_110,0.246182949,104.5,29.06370097,293.8478583,-12.3159793,0 mM,3.483333333,-26.48597699,-2.648597699,1.58827709
0804_04_,110,0804_04_110,0.293351887,105.5,29.16088255,293.8485219,-12.3166429,0 mM,3.516666667,-26.48740409,-2.648740409,1.892592819
0804_04_,110,0804_04_110,0.32923587,106.5,29.1318697,293.8484242,-12.3165452,0 mM,3.55,-26.48719398,-2.648719398,2.124102387
0804_04_,110,0804_04_110,0.450761936,107.5,28.82839089,293.8523019,-12.3204229,0 mM,3.583333333,-26.49553312,-2.649553312,2.908141523
0804_04_,110,0804_04_110,0.681120918,108.5,28.39882024,293.9790817,-12.4472027,0 mM,3.616666667,-26.76817785,-2.676817785,4.394328503
0804_04_,110,0804_04_110,0.578582989,109.5,28.27834157,294.4880658,-12.9561868,0 mM,3.65,-27.86276731,-2.786276731,3.732793477
0804_04_,110,0804_04_110,0.186490927,110.5,28.30979485,294.7151405,-13.1832615,0 mM,3.683333333,-28.3511,-2.83511,1.203167271
0804_04_,110,0804_04_110,0.293152368,111.5,28.07789529,294.678899,-13.14702,0 mM,3.716666667,-28.27316129,-2.827316129,1.8913056
0804_04_,110,0804_04_110,0.247053831,112.5,27.86097265,294.7817902,-13.2499112,0 mM,3.75,-28.49443269,-2.849443269,1.593895684
0804_04_,110,0804_04_110,0.446040175,113.5,27.59004093,294.9808243,-13.4489453,0 mM,3.783333333,-28.92246301,-2.892246301,2.877678548
0804_04_,110,0804_04_110,0.181523121,114.5,27.37225047,295.1674378,-13.6355588,0 mM,3.816666667,-29.32378237,-2.932378237,1.17111691
0804_04_,110,0804_04_110,0.353287821,115.5,27.18043771,295.283338,-13.751459,0 mM,3.85,-29.57303011,-2.957303011,2.279276265
0804_04_,110,0804_04_110,0.27912383,116.5,27.02609982,295.4482065,-13.9163275,0 mM,3.883333333,-29.92758602,-2.992758602,1.800798903
0804_04_,110,0804_04_110,0.65875948,117.5,26.73530045,295.6945991,-14.1627201,0 mM,3.916666667,-30.45746258,-3.045746258,4.250061161
0804_04_,110,0804_04_110,0.164326351,118.5,26.42743754,295.8850095,-14.3531305,0 mM,3.95,-30.86694731,-3.086694731,1.060170006
0804_04_,110,0804_04_110,0.317531107,119.5,26.27796559,295.9235464,-14.3916674,0 mM,3.983333333,-30.94982237,-3.094982237,2.048587787
0804_04_,110,0804_04_110,0.147277216,120.5,26.11599163,295.9530312,-14.4211522,0 mM,4.016666667,-31.01323054,-3.101323054,0.950175587
0804_04_,110,0804_04_110,0.766481212,121.5,25.73232595,296.1080878,-14.5762088,0 mM,4.05,-31.34668559,-3.134668559,4.945040077
0804_04_,110,0804_04_110,0.133607863,122.5,25.373300360000002,296.2551151,-14.7232361,0 mM,4.083333333,-31.66287333,-3.166287333,0.861986213
0804_04_,110,0804_04_110,0.173588032,123.5,25.40701685,296.4049604,-14.8730814,0 mM,4.116666667,-31.98512129,-3.198512129,1.119922787
0804_04_,110,0804_04_110,0.339799684,124.5,25.3164371,296.6201475,-15.0882685,0 mM,4.15,-32.44788925,-3.244788925,2.192256026
0804_04_,110,0804_04_110,0.24544235,125.5,25.15151152,296.8597247,-15.3278457,0 mM,4.183333333,-32.96310903,-3.296310903,1.583499032
0804_04_,110,0804_04_110,0.185571448,126.5,25.00275977,296.9684564,-15.4365774,0 mM,4.216666667,-33.19694065,-3.319694065,1.197235148
0804_04_,110,0804_04_110,0.206658234,127.5,24.8151957,297.009127,-15.477248,0 mM,4.25,-33.2844043,-3.32844043,1.333278929
0804_04_,110,0804_04_110,0.246246408,128.5,24.61803142,297.1186684,-15.5867894,0 mM,4.283333333,-33.5199772,-3.35199772,1.588686503
0804_04_,110,0804_04_110,0.088827201,129.5,24.47126749,297.1853083,-15.6534293,0 mM,4.316666667,-33.66328882,-3.366328882,0.573078716
0804_04_,110,0804_04_110,0.187781519,130.5,24.33548886,297.2050474,-15.6731684,0 mM,4.35,-33.70573849,-3.370573849,1.211493671
0804_04_,110,0804_04_110,0.20838834,131.5,24.20473163,297.3230077,-15.7911287,0 mM,4.383333333,-33.95941656,-3.395941656,1.344440903
0804_04_,110,0804_04_110,0.2902644,132.5,24.18175194,297.5636876,-16.0318086,0 mM,4.416666667,-34.47700774,-3.447700774,1.872673548
0804_04_,110,0804_04_110,0.242067831,133.5,24.11677704,297.7975079,-16.2656289,0 mM,4.45,-34.9798471,-3.49798471,1.561727942
0804_04_,110,0804_04_110,0.083955792,134.5,24.01978259,297.9260781,-16.3941991,0 mM,4.483333333,-35.25634215,-3.525634215,0.541650271
0804_04_,110,0804_04_110,0.14208036,135.5,23.98043491,298.0320011,-16.5001221,0 mM,4.516666667,-35.48413355,-3.548413355,0.916647484
0804_04_,110,0804_04_110,0.095648255,136.5,23.935915,298.0559118,-16.5240328,0 mM,4.55,-35.53555441,-3.553555441,0.617085516
0804_04_,110,0804_04_110,0.340520749,137.5,23.97603074,298.1718393,-16.6399603,0 mM,4.583333333,-35.78486086,-3.578486086,2.196908058
0804_04_,110,0804_04_110,0.061978443,138.5,24.06636284,298.3406126,-16.8087336,0 mM,4.616666667,-36.14781419,-3.614781419,0.399860923
0804_04_,110,0804_04_110,0.264813397,139.5,23.96347747,298.3447979,-16.8129189,0 mM,4.65,-36.15681484,-3.615681484,1.708473529
0804_04_,110,0804_04_110,0.405283713,140.5,23.90752376,298.5269096,-16.9950306,0 mM,4.683333333,-36.5484529,-3.65484529,2.614733632
0804_04_,110,0804_04_110,0.306397343,141.5,23.84836656,298.6431269,-17.1112479,0 mM,4.716666667,-36.79838258,-3.679838258,1.976757052
0804_04_,110,0804_04_110,0.340261322,142.5,23.83460292,298.6904857,-17.1586067,0 mM,4.75,-36.90022946,-3.690022946,2.195234335
0804_04_,110,0804_04_110,0.211877607,143.5,24.0063515,298.9027278,-17.3708488,0 mM,4.783333333,-37.35666409,-3.735666409,1.366952303
0804_04_,110,0804_04_110,0.154709856,144.5,24.08551982,298.9244606,-17.3925816,0 mM,4.816666667,-37.40340129,-3.740340129,0.998128103
0804_04_,110,0804_04_110,0.249852855,145.5,24.02834499,298.9431125,-17.4112335,0 mM,4.85,-37.4435129,-3.74435129,1.611953903
0804_04_,110,0804_04_110,0.226257552,146.5,23.91919992,299.1442205,-17.6123415,0 mM,4.883333333,-37.87600323,-3.787600323,1.459726142
0804_04_,110,0804_04_110,0.398962592,147.5,24.05774556,299.1377497,-17.6058707,0 mM,4.916666667,-37.86208753,-3.786208753,2.573952206
0804_04_,110,0804_04_110,0.368354094,148.5,24.39205624,299.083817,-17.551938,0 mM,4.95,-37.74610323,-3.774610323,2.376478026
0804_04_,110,0804_04_110,0.297222203,149.5,24.55159571,299.2951634,-17.7632844,0 mM,4.983333333,-38.20061161,-3.820061161,1.9175626
0804_04_,110,0804_04_110,0.293660072,150.5,24.6835896,299.4636334,-17.9317544,0 mM,5.016666667,-38.56291269,-3.856291269,1.89458111
0804_04_,110,0804_04_110,0.387769725,151.5,24.88807771,299.6687586,-18.1368796,0 mM,5.05,-39.00404215,-3.900404215,2.501740161
0804_04_,110,0804_04_110,0.133775766,152.5,25.01235356,299.8684177,-18.3365387,0 mM,5.083333333,-39.43341656,-3.943341656,0.863069458
0804_04_,110,0804_04_110,0.054253998,153.5,25.10444759,299.8868452,-18.3549662,0 mM,5.116666667,-39.47304559,-3.947304559,0.350025794
0804_04_,110,0804_04_110,0.364861979,154.5,25.30520585,299.9455702,-18.4136912,0 mM,5.15,-39.59933591,-3.959933591,2.353948252
0804_04_,110,0804_04_110,0.125772131,155.5,25.51958257,300.0489509,-18.5170719,0 mM,5.183333333,-39.82166,-3.982166,0.811433103
0804_04_,110,0804_04_110,0.435728522,156.5,25.77510745,300.1322651,-18.6003861,0 mM,5.216666667,-40.00083032,-4.000083032,2.811151755
0804_04_,110,0804_04_110,0.311642128,157.5,26.1322412,300.1036403,-18.5717613,0 mM,5.25,-39.93927161,-3.993927161,2.010594374
0804_04_,110,0804_04_110,0.154633973,158.5,26.23302474,300.1051147,-18.5732357,0 mM,5.283333333,-39.94244237,-3.994244237,0.997638535
0804_04_,110,0804_04_110,0.219322092,159.5,26.29032548,300.2183281,-18.6864491,0 mM,5.316666667,-40.18591204,-4.018591204,1.414981239
0804_04_,110,0804_04_110,0.053354039,160.5,26.39628572,300.2405559,-18.7086769,0 mM,5.35,-40.23371376,-4.023371376,0.344219606
0804_04_,110,0804_04_110,0.948476873,161.5,26.85294084,300.3665161,-18.8346371,0 mM,5.383333333,-40.50459591,-4.050459591,6.119205632
0804_04_,110,0804_04_110,0.187896164,162.5,27.26232438,300.4331096,-18.9012306,0 mM,5.416666667,-40.64780774,-4.064780774,1.212233316
0804_04_,110,0804_04_110,0.204135294,163.5,27.14591771,300.4157211,-18.8838421,0 mM,5.45,-40.61041312,-4.061041312,1.317001897
0804_04_,110,0804_04_110,0.456012795,164.5,27.26824476,300.5950613,-19.0631823,0 mM,5.483333333,-40.99609097,-4.099609097,2.942018032
0804_04_,110,0804_04_110,0.176477546,165.5,27.43843856,300.6232824,-19.0914034,0 mM,5.516666667,-41.05678151,-4.105678151,1.138564813
0804_04_,110,0804_04_110,0.536234386,166.5,27.67752783,300.5553819,-19.0235029,0 mM,5.55,-40.91075892,-4.091075892,3.459576684
0804_04_,110,0804_04_110,0.406696486,167.5,28.06404957,300.7359603,-19.2040813,0 mM,5.583333333,-41.29909957,-4.129909957,2.623848297
0804_04_,110,0804_04_110,0.218250028,168.5,28.20768716,300.7946809,-19.2628019,0 mM,5.616666667,-41.42538043,-4.142538043,1.408064697
0804_04_,110,0804_04_110,0.174667205,169.5,28.25908077,300.7715863,-19.2397073,0 mM,5.65,-41.37571462,-4.137571462,1.126885194
0804_04_,110,0804_04_110,0.274407203,170.5,28.39490584,300.9378186,-19.4059396,0 mM,5.683333333,-41.73320344,-4.173320344,1.770369052
0804_04_,110,0804_04_110,0.325417798,171.5,28.66675475,301.0256855,-19.4938065,0 mM,5.716666667,-41.92216452,-4.192216452,2.099469665
0804_04_,110,0804_04_110,0.275736762,172.5,28.96721055,301.0267783,-19.4948993,0 mM,5.75,-41.92451462,-4.192451462,1.778946852
0804_04_,110,0804_04_110,0.194554901,173.5,29.14193707,301.1130606,-19.5811816,0 mM,5.783333333,-42.11006796,-4.211006796,1.25519291
0804_04_,110,0804_04_110,0.091966325,174.5,29.20824288,301.1677056,-19.6358266,0 mM,5.816666667,-42.22758409,-4.222758409,0.593331129
0804_04_,110,0804_04_110,0.307931937,175.5,29.35382481,301.2333749,-19.7014959,0 mM,5.85,-42.36880839,-4.236880839,1.986657658
0804_04_,110,0804_04_110,0.293761406,176.5,29.61494193,301.3582457,-19.8263667,0 mM,5.883333333,-42.63734774,-4.263734774,1.895234877
0804_04_,110,0804_04_110,0.337150442,177.5,29.81099674,301.542725,-20.010846,0 mM,5.916666667,-43.03407742,-4.303407742,2.175164142
0804_04_,110,0804_04_110,0.36289467,178.5,30.014131,301.8024346,-20.2705556,0 mM,5.95,-43.59259269,-4.359259269,2.341255935
0804_04_,110,0804_04_110,0.106754489,179.5,30.18812205,301.8528656,-20.3209866,0 mM,5.983333333,-43.70104645,-4.370104645,0.688738639
0804_04_,110,0804_04_110,0.318960649,180.5,30.36906784,301.8170111,-20.2851321,0 mM,6.016666667,-43.62394,-4.362394,2.057810639
0804_04_,110,0804_04_110,0.410690177,181.5,30.41127511,301.9987184,-20.4668394,0 mM,6.05,-44.01470839,-4.401470839,2.649614045
0804_04_,110,0804_04_110,0.181034117,182.5,30.22214699,302.1132676,-20.5813886,0 mM,6.083333333,-44.26105075,-4.426105075,1.167962045
0804_04_,110,0804_04_110,0.58783311,183.5,30.30016069,302.3114288,-20.7795498,0 mM,6.116666667,-44.68720387,-4.468720387,3.792471677
0804_04_,110,0804_04_110,0.240006998,184.5,30.55503879,302.6229641,-21.0910851,0 mM,6.15,-45.35717226,-4.535717226,1.548432245
0804_04_,110,0804_04_110,0.164617889,185.5,30.68819585,302.7591256,-21.2272466,0 mM,6.183333333,-45.64999269,-4.564999269,1.062050897
0804_04_,110,0804_04_110,0.100495391,186.5,30.70563964,302.8852628,-21.3533838,0 mM,6.216666667,-45.92125548,-4.592125548,0.648357361
